index	old_file	new_file	slug	title	description
34	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0034.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0034_shankh_side_red_blast.jpg	shankh_side_red_blast	Shankh Side Red Blast	Side angle of conch red blast.
35	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0035.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0035_smoking_shankh_still.jpg	smoking_shankh_still	Smoking Shankh Still	Conch shell sits in darkness with red smoke.
36	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0036.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0036_collapsing_buildings_mountain.jpg	collapsing_buildings_mountain	Collapsing Buildings Mountain	Modern buildings fall into ancient mountain scene.
37	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0037.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0037_haryanvi_stance_ruins.jpg	haryanvi_stance_ruins	Haryanvi Stance Ruins	Muscular haryanvi character stands in concrete ruins.
38	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0038.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0038_aggressive_delivery_caption.jpg	aggressive_delivery_caption	Aggressive Delivery Caption	Close mouth and beard with Hindi speech caption.
39	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0039.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0039_haryanvi_hand_gesture_ruins.jpg	haryanvi_hand_gesture_ruins	Haryanvi Hand Gesture Ruins	Performer gestures in ruined street.
40	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0040.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0040_low_crouch_ground_impact.jpg	low_crouch_ground_impact	Low Crouch Ground Impact	Low angle body crouch near cracked ground.
41	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0041.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0041_haryanvi_waveform_portrait.jpg	haryanvi_waveform_portrait	Haryanvi Waveform Portrait	Intense portrait against red audio waveform.
42	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0042.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0042_walking_silhouette_ruins.jpg	walking_silhouette_ruins	Walking Silhouette Ruins	Black silhouette walks through urban canyon.
43	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0043.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0043_foot_impact_dust_burst.jpg	foot_impact_dust_burst	Foot Impact Dust Burst	Boot impact throws dust and debris upward.
44	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0044.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0044_haryanvi_smirk_red_backdrop.jpg	haryanvi_smirk_red_backdrop	Haryanvi Smirk Red Backdrop	Smirking turbaned performer on red background.
45	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0045.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0045_lone_shadow_floor.jpg	lone_shadow_floor	Lone Shadow Floor	Standing figure casts long shadows across open floor.
46	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0046.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0046_radiant_clenched_fist.jpg	radiant_clenched_fist	Radiant Clenched Fist	Raised fist with radial white impact rays.
47	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0047.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0047_bloodied_fist_ground.jpg	bloodied_fist_ground	Bloodied Fist Ground	Blood-streaked fist held near cracked ground.
48	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0048.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0048_footprint_audio_waveform.jpg	footprint_audio_waveform	Footprint Audio Waveform	Footprint crack with red waveform behind it.
49	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0049.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0049_rubab_red_spark_pluck.jpg	rubab_red_spark_pluck	Rubab Red Spark Pluck	Rubab strings plucked with red electric sparks.
50	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0050.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0050_muscular_haryanvi_charge.jpg	muscular_haryanvi_charge	Muscular Haryanvi Charge	Performer leans forward with power rays behind him.
51	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0051.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0051_haryanvi_red_burst.jpg	haryanvi_red_burst	Haryanvi Red Burst	Performer framed by explosive red burst lines.
52	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0052.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0052_haryanvi_echo_copies.jpg	haryanvi_echo_copies	Haryanvi Echo Copies	Multiple ghosted copies of performer behind leader.
53	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0053.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0053_warrior_rubab_cracked_wall.jpg	warrior_rubab_cracked_wall	Warrior Rubab Cracked Wall	Warrior holds string instrument before cracked wall.
54	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0054.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0054_red_ground_explosion.jpg	red_ground_explosion	Red Ground Explosion	Red burst explodes from cracked concrete.
55	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0055.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0055_haryanvi_group_stance.jpg	haryanvi_group_stance	Haryanvi Group Stance	Group of muscular figures standing in formation.
56	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0056.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0056_elder_shocked_debris.jpg	elder_shocked_debris	Elder Shocked Debris	Elder face surrounded by flying debris.
57	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0057.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0057_elder_debris_halo.jpg	elder_debris_halo	Elder Debris Halo	Elder portrait framed by circular debris field.
58	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0058.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0058_mountain_long_road_group.jpg	mountain_long_road_group	Mountain Long Road Group	Small group walking through distant mountain valley.
59	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0059.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0059_marching_feet_dust.jpg	marching_feet_dust	Marching Feet Dust	Close boots marching through dusty ground.
60	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0060.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0060_weapon_belt_hands.jpg	weapon_belt_hands	Weapon Belt Hands	Hands grip belt or weapon strap at waist.
61	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0061.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0061_pakhtoon_formation_mountain.jpg	pakhtoon_formation_mountain	Pakhtoon Formation Mountain	Pakhtoon warrior formation marching in mountains.
62	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0062.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0062_pakhtoon_squad_close.jpg	pakhtoon_squad_close	Pakhtoon Squad Close	Close disciplined group of armed mountain warriors.
63	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0063.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0063_intense_eyes_closeup.jpg	intense_eyes_closeup	Intense Eyes Closeup	Extreme close-up of fierce eyes.
64	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0064.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0064_moustache_speech_closeup.jpg	moustache_speech_closeup	Moustache Speech Closeup	Mouth and moustache close-up mid-speech.
65	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0065.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0065_lone_pakhtoon_red_swirl.jpg	lone_pakhtoon_red_swirl	Lone Pakhtoon Red Swirl	Single warrior walks through red swirling ground.
66	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0066.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0066_warriors_on_ridge.jpg	warriors_on_ridge	Warriors On Ridge	Warriors stand across rocky ridge line.
67	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0067.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0067_hand_gripping_staff.jpg	hand_gripping_staff	Hand Gripping Staff	Close hand gripping staff or weapon shaft.
68	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0068.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0068_descending_pakhtoon_squad.jpg	descending_pakhtoon_squad	Descending Pakhtoon Squad	Warrior squad descends mountain path.
69	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0069.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0069_pakhtoon_dialogue_caption.jpg	pakhtoon_dialogue_caption	Pakhtoon Dialogue Caption	Single warrior in mountains with subtitle caption.
70	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0070.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0070_library_archway_silhouette.jpg	library_archway_silhouette	Library Archway Silhouette	Figure enters tall arched library corridor.
71	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0071.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0071_searching_shelves_locked_book.jpg	searching_shelves_locked_book	Searching Shelves Locked Book	Hand pulls locked book from shelf.
72	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0072.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0072_manuscript_table_writer.jpg	manuscript_table_writer	Manuscript Table Writer	Writer works over manuscript at table.
73	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0073.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0073_natyashastra_page_point.jpg	natyashastra_page_point	Natyashastra Page Point	Finger points to Natyashastra manuscript page.
74	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0074.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0074_blood_ink_pot_pen.jpg	blood_ink_pot_pen	Blood Ink Pot Pen	Pen dips into red blood ink pot.
75	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0075.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0075_wrist_cut_ink_mixing.jpg	wrist_cut_ink_mixing	Wrist Cut Ink Mixing	Cut wrist drips blood near ink pot.
76	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0076.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0076_writing_natya_katha.jpg	writing_natya_katha	Writing Natya Katha	Hand writes large Hindi letters on parchment.
77	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0077.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0077_blood_writing_natyashastra.jpg	blood_writing_natyashastra	Blood Writing Natyashastra	Red ink writes Natyashastra text on page.
78	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0078.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0078_theatre_masks_hall.jpg	theatre_masks_hall	Theatre Masks Hall	Figure faces floating theatre masks in corridor.
79	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0079.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0079_red_blood_vortex.jpg	red_blood_vortex	Red Blood Vortex	Swirling red liquid vortex.
80	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0080.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0080_warrior_pen_portrait.jpg	warrior_pen_portrait	Warrior Pen Portrait	Warrior face holding pen near cheek.
81	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0081.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0081_red_natyashastra_granth.jpg	red_natyashastra_granth	Red Natyashastra Granth	Open red manuscript book with Sanskrit text.
82	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0082.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0082_writing_lost_pages.jpg	writing_lost_pages	Writing Lost Pages	Writer restores lost pages with pen.
83	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0083.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0083_theatre_masks_close.jpg	theatre_masks_close	Theatre Masks Close	Closer theatre masks and performers scene.
84	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0084.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0084_blank_red_book.jpg	blank_red_book	Blank Red Book	Open blank red book on table.
85	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0085.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0085_mountain_camp_assembly.jpg	mountain_camp_assembly	Mountain Camp Assembly	Mountain camp with assembled fighters and flags.
86	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0086.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0086_haryanvi_leader_group.jpg	haryanvi_leader_group	Haryanvi Leader Group	Leader portrait with people standing behind.
87	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0087.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0087_elder_smile_group.jpg	elder_smile_group	Elder Smile Group	Smiling elder with group in background.
88	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0088.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0088_handshake_close.jpg	handshake_close	Handshake Close	Close-up of two hands shaking.
89	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0089.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0089_tulsi_plant_close.jpg	tulsi_plant_close	Tulsi Plant Close	Tulsi plant against warm devotional background.
90	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0090.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0090_ganga_diyas_wide.jpg	ganga_diyas_wide	Ganga Diyas Wide	Wide Ganga river view with floating lamps.
91	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0091.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0091_shared_tears_split_eyes.jpg	shared_tears_split_eyes	Shared Tears Split Eyes	Split-screen eyes with tears.
92	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0092.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0092_shared_meal_bowl.jpg	shared_meal_bowl	Shared Meal Bowl	Two men share food bowl across table.
93	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0093.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0093_haryanvi_seated_speaking.jpg	haryanvi_seated_speaking	Haryanvi Seated Speaking	Seated haryanvi figure gestures while speaking.
94	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0094.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0094_spinning_dancer.jpg	spinning_dancer	Spinning Dancer	Dancer twirls with raised arm.
95	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0095.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0095_bharat_shadow_unity.jpg	bharat_shadow_unity	Bharat Shadow Unity	Two shadows hold hands over word Bharat.
96	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0096.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0096_handshake_vibration_rings.jpg	handshake_vibration_rings	Handshake Vibration Rings	Handshake with circular force rings.
97	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0097.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0097_clenched_hand_shards.jpg	clenched_hand_shards	Clenched Hand Shards	Close fist surrounded by broken shards.
98	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0098.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0098_void_floor_figure.jpg	void_floor_figure	Void Floor Figure	Lone figure on jagged white path in black void.
99	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0099.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0099_absolute_black_field.jpg	absolute_black_field	Absolute Black Field	Nearly blank black frame.
100	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0100.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0100_half_face_extreme_close.jpg	half_face_extreme_close	Half Face Extreme Close	Extreme cropped face close-up.
101	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0101.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0101_cosmic_face_front.jpg	cosmic_face_front	Cosmic Face Front	Frontal turbaned face emerging from darkness.
102	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0102.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0102_dissolving_face_script.jpg	dissolving_face_script	Dissolving Face Script	Portrait dissolves into Devanagari text.
103	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0103.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0103_falling_figure_void.jpg	falling_figure_void	Falling Figure Void	Tiny falling figure in blackness.
104	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0104.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0104_clean_eclipse_halo.jpg	clean_eclipse_halo	Clean Eclipse Halo	Minimal eclipse ring without figure.
105	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0105.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0105_dissolving_cosmic_face.jpg	dissolving_cosmic_face	Dissolving Cosmic Face	Face fragments into textured cosmic field.
106	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0106.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0106_figure_inside_eclipse.jpg	figure_inside_eclipse	Figure Inside Eclipse	Human silhouette stands inside eclipse ring.
107	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0107.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0107_brahman_smirk_close.jpg	brahman_smirk_close	Brahman Smirk Close	Extreme close-up of calm mysterious smile.
108	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0108.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0108_black_void_star_mark.jpg	black_void_star_mark	Black Void Star Mark	Dark frame with small star-like mark.
109	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0109.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0109_bharat_group_march_caption.jpg	bharat_group_march_caption	Bharat Group March Caption	Group walks toward mountains with Bharat caption.
110	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0110.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0110_marching_feet_haryanvi_echo.jpg	marching_feet_haryanvi_echo	Marching Feet Haryanvi Echo	Feet marching over red ground with caption.
111	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0111.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0111_aqueduct_procession.jpg	aqueduct_procession	Aqueduct Procession	Group procession under stone arches.
112	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0112.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0112_handshake_vibration_close.jpg	handshake_vibration_close	Handshake Vibration Close	Locked hands with vibration marks.
